"","","","","","","","","","","","","","","","","","","","","","",""
"","2016","1","2016-03","3","201610","10","42438","17","1730","ONDERNEMINGEN","BT_O_LH_1","3","0","0","3","1","471","0","0","1","1","0.33333333333333"
"","2016","1","2016-03","3","201610","10","42438","17","1730","ONDERNEMINGEN","BT_O_LH_2","3","0","0","3","2","178","0","","2","1","0.66666666666667"
"","2016","1","2016-03","3","201610","10","42438","17","1730","ONDERNEMINGEN","BT_O_OB_1","34","1","1","33","18","1521","1","0","4","0.97058823529412","0.54545454545455"
"","2016","1","2016-03","3","201610","10","42438","17","1730","ONDERNEMINGEN","BT_O_OB_2","5","0","0","5","3","192","0","","4","1","0.6"
"","2016","1","2016-03","3","201610","10","42438","17","1730","ONDERNEMINGEN","BT_O_OVERIG_1","24","0","2","22","11","1149","74","0","1","0.91666666666667","0.45833333333333"
"","2016","1","2016-03","3","201610","10","42438","17","1730","PARTICULIEREN","BT_P_BEST_1","6","0","0","2","0","1016","46","4","","0.33333333333333","0"
"","2016","1","2016-03","3","201610","10","42438","17","1730","PARTICULIEREN","BT_P_BETA_1","45","0","9","29","9","11483","4161","7","7","0.64444444444444","0.2"
"","2016","1","2016-03","3","201610","10","42438","17","1730","PARTICULIEREN","BT_P_HUBA_1","18","0","0","18","16","207","0","0","4","1","0.88888888888889"
"","2016","1","2016-03","3","201610","10","42438","17","1730","PARTICULIEREN","BT_P_IB_1","300","8","53","117","14","67575","15886","130","11","0.39","0.047945205479452"
"","2016","1","2016-03","3","201610","10","42438","17","1730","PARTICULIEREN","BT_P_IB_2","23","0","2","21","2","4672","110","","23","0.91304347826087","0.08695652173913"
"","2016","1","2016-03","3","201610","10","42438","17","1730","PARTICULIEREN","BT_P_OLDV_1","2","0","0","2","0","139","0","","1","1","0"
"","2016","1","2016-03","3","201610","10","42438","17","1730","TOESLAGEN","BT_T_BETA_1","59","1","2","19","0","11389","1690","38","","0.32203389830508","0"
"","2016","1","2016-03","3","201610","10","42438","17","1730","TOESLAGEN","BT_T_BETA_2","7","0","0","7","7","103","0","","10","1","1"
"","2016","1","2016-03","3","201610","10","42438","17","1730","TOESLAGEN","BT_T_GRIP_1","2","0","0","2","0","1183","0","","","1","0"
"","2016","1","2016-03","3","201610","10","42438","17","1730","TOESLAGEN","BT_T_TOESLAGEN_1","128","1","16","57","6","34739","7548","55","4","0.4453125","0.047244094488189"
"","2016","1","2016-03","3","201610","10","42438","17","1730","TOESLAGEN","BT_T_WKO_1","","","","","","","","","1","",""
"","2016","1","2016-03","3","201610","10","42438","17","1745","BO_TOESLAGEN","TT_BO_TOESL_2","3","0","1","2","0","2268","1128","","5","0.66666666666667","0"
"","2016","1","2016-03","3","201610","10","42438","17","1745","BUITENLAND","BT_B_BUIT_1","33","0","4","29","29","231","45","0","3","0.87878787878788","0.87878787878788"
"","2016","1","2016-03","3","201610","10","42438","17","1745","BUITENLAND","BT_B_IB_2","1","0","0","1","0","71","0","","1","1","0"
"","2016","1","2016-03","3","201610","10","42438","17","1745","BUITENLAND","BT_B_OND_1","1","0","0","1","1","19","0","","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","17","1745","BUITENLAND","BT_B_TSL_1","","","","","","","","","1","",""
"","2016","1","2016-03","3","201610","10","42438","17","1745","DOUANE","BT_D_OVERIG_1","1","0","0","1","1","8","0","0","","1","1"
"","2016","1","2016-03","3","201610","10","42438","17","1745","GENERIEK","BT_G_ENGELS_1","2","0","0","2","2","9","0","","3","1","1"
"","2016","1","2016-03","3","201610","10","42438","17","1745","GENERIEK","BT_G_ERFETM_1","2","0","0","2","0","127","0","0","4","1","0"
"","2016","1","2016-03","3","201610","10","42438","17","1745","GENERIEK","BT_G_GELDZAKEN_1","11","0","0","11","11","121","0","0","","1","1"
"","2016","1","2016-03","3","201610","10","42438","17","1745","GENERIEK","BT_G_INVOR_1","6","0","0","6","1","544","0","","5","1","0.16666666666667"
"","2016","1","2016-03","3","201610","10","42438","17","1745","GENERIEK","BT_G_SCHEIDEN_1","7","0","1","1","0","625","443","5","2","0.14285714285714","0"
"","2016","1","2016-03","3","201610","10","42438","17","1745","GENERIEK (EBV)","BT_G_EBV_1","21","0","0","21","18","238","0","0","","1","0.85714285714286"
"","2016","1","2016-03","3","201610","10","42438","17","1745","ONDERNEMINGEN","BT_O_IB_1","26","0","0","20","3","7329","38","6","5","0.76923076923077","0.11538461538462"
"","2016","1","2016-03","3","201610","10","42438","17","1745","ONDERNEMINGEN","BT_O_IB_2","5","0","0","5","0","1204","0","","3","1","0"
"","2016","1","2016-03","3","201610","10","42438","17","1745","ONDERNEMINGEN","BT_O_KTU_1","6","0","0","6","3","291","0","","5","1","0.5"
"","2016","1","2016-03","3","201610","10","42438","17","1745","ONDERNEMINGEN","BT_O_LH_1","8","0","2","6","0","2672","517","0","","0.75","0"
"","2016","1","2016-03","3","201610","10","42438","17","1745","ONDERNEMINGEN","BT_O_LH_2","6","0","0","6","5","99","0","","5","1","0.83333333333333"
"","2016","1","2016-03","3","201610","10","42438","17","1745","ONDERNEMINGEN","BT_O_OB_1","40","0","7","33","2","10907","1091","0","5","0.825","0.05"
"","2016","1","2016-03","3","201610","10","42438","17","1745","ONDERNEMINGEN","BT_O_OB_2","3","0","1","2","0","1025","468","","2","0.66666666666667","0"
"","2016","1","2016-03","3","201610","10","42438","17","1745","ONDERNEMINGEN","BT_O_OVERIG_1","19","0","4","15","0","5779","919","0","","0.78947368421053","0"
"","2016","1","2016-03","3","201610","10","42438","17","1745","PARTICULIEREN","BT_P_BEST_1","13","0","3","10","4","2111","665","0","4","0.76923076923077","0.30769230769231"
"","2016","1","2016-03","3","201610","10","42438","17","1745","PARTICULIEREN","BT_P_BETA_1","50","0","4","32","5","8189","525","14","6","0.64","0.1"
"","2016","1","2016-03","3","201610","10","42438","17","1745","PARTICULIEREN","BT_P_HUBA_1","19","0","0","19","17","222","0","0","7","1","0.89473684210526"
"","2016","1","2016-03","3","201610","10","42438","17","1745","PARTICULIEREN","BT_P_IB_1","299","4","26","143","1","49587","4500","130","5","0.47826086956522","0.0033898305084746"
"","2016","1","2016-03","3","201610","10","42438","17","1745","PARTICULIEREN","BT_P_IB_2","23","0","0","23","6","2355","0","","19","1","0.26086956521739"
"","2016","1","2016-03","3","201610","10","42438","17","1745","PARTICULIEREN","BT_P_OLDV_1","3","0","0","3","0","450","0","","2","1","0"
"","2016","1","2016-03","3","201610","10","42438","17","1745","TOESLAGEN","BT_T_BETA_1","48","1","4","37","0","12741","543","7","1","0.77083333333333","0"
"","2016","1","2016-03","3","201610","10","42438","17","1745","TOESLAGEN","BT_T_BETA_2","7","0","0","7","6","126","0","","4","1","0.85714285714286"
"","2016","1","2016-03","3","201610","10","42438","17","1745","TOESLAGEN","BT_T_GRIP_1","1","0","0","1","0","36","0","","2","1","0"
"","2016","1","2016-03","3","201610","10","42438","17","1745","TOESLAGEN","BT_T_TOESLAGEN_1","111","4","9","50","10","14761","2143","52","11","0.45045045045045","0.093457943925234"
"","2016","1","2016-03","3","201610","10","42438","17","1745","TOESLAGEN","BT_T_WKO_1","1","0","0","1","1","8","0","","","1","1"
"","2016","1","2016-03","3","201610","10","42438","18","1800","BO_TOESLAGEN","TT_BO_TOESL_2","6","0","0","6","0","14473","0","","4","1","0"
"","2016","1","2016-03","3","201610","10","42438","18","1800","BUITENLAND","BT_B_BUIT_1","31","2","5","26","16","2248","152","0","2","0.83870967741935","0.55172413793103"
"","2016","1","2016-03","3","201610","10","42438","18","1800","BUITENLAND","BT_B_OND_1","1","0","0","1","1","11","0","","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","18","1800","BUITENLAND","BT_B_TSL_1","2","0","0","2","2","10","0","","2","1","1"
"","2016","1","2016-03","3","201610","10","42438","18","1800","GENERIEK","BT_G_ENGELS_1","3","0","0","3","2","146","0","","2","1","0.66666666666667"
"","2016","1","2016-03","3","201610","10","42438","18","1800","GENERIEK","BT_G_ERFETM_1","6","0","0","6","1","525","0","0","2","1","0.16666666666667"
"","2016","1","2016-03","3","201610","10","42438","18","1800","GENERIEK","BT_G_GELDZAKEN_1","8","0","0","8","8","64","0","0","","1","1"
"","2016","1","2016-03","3","201610","10","42438","18","1800","GENERIEK","BT_G_INVOR_1","6","0","0","6","2","290","0","","6","1","0.33333333333333"
"","2016","1","2016-03","3","201610","10","42438","18","1800","GENERIEK","BT_G_SCHEIDEN_1","2","0","-1","2","0","1835","281","1","1","1","0"
"","2016","1","2016-03","3","201610","10","42438","18","1800","GENERIEK (EBV)","BT_G_EBV_1","16","0","0","16","16","94","0","0","","1","1"
"","2016","1","2016-03","3","201610","10","42438","18","1800","ONDERNEMINGEN","BT_O_EXPERTLIJN_1","","","","","","","","","1","",""
"","2016","1","2016-03","3","201610","10","42438","18","1800","ONDERNEMINGEN","BT_O_IB_1","16","0","2","12","2","3080","204","2","7","0.75","0.125"
"","2016","1","2016-03","3","201610","10","42438","18","1800","ONDERNEMINGEN","BT_O_IB_2","3","0","0","3","1","288","0","","3","1","0.33333333333333"
"","2016","1","2016-03","3","201610","10","42438","18","1800","ONDERNEMINGEN","BT_O_KTU_1","1","0","0","1","0","54","0","","2","1","0"
"","2016","1","2016-03","3","201610","10","42438","18","1800","ONDERNEMINGEN","BT_O_LH_1","","","","","","","","","1","",""
"","2016","1","2016-03","3","201610","10","42438","18","1800","ONDERNEMINGEN","BT_O_LH_2","1","0","0","1","1","9","0","","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","18","1800","ONDERNEMINGEN","BT_O_OB_1","31","0","4","18","3","5950","364","9","3","0.58064516129032","0.096774193548387"
"","2016","1","2016-03","3","201610","10","42438","18","1800","ONDERNEMINGEN","BT_O_OB_2","1","0","0","1","0","185","0","","","1","0"
"","2016","1","2016-03","3","201610","10","42438","18","1800","ONDERNEMINGEN","BT_O_OVERIG_1","13","0","4","5","0","2314","651","4","1","0.38461538461538","0"
"","2016","1","2016-03","3","201610","10","42438","18","1800","PARTICULIEREN","BT_P_BEST_1","12","0","5","7","0","3238","796","0","","0.58333333333333","0"
"","2016","1","2016-03","3","201610","10","42438","18","1800","PARTICULIEREN","BT_P_BETA_1","28","0","5","23","5","7983","1110","0","3","0.82142857142857","0.17857142857143"
"","2016","1","2016-03","3","201610","10","42438","18","1800","PARTICULIEREN","BT_P_HUBA_1","19","0","0","19","19","106","0","0","4","1","1"
"","2016","1","2016-03","3","201610","10","42438","18","1800","PARTICULIEREN","BT_P_IB_1","221","0","55","166","12","69418","13843","0","9","0.75113122171946","0.054298642533937"
"","2016","1","2016-03","3","201610","10","42438","18","1800","PARTICULIEREN","BT_P_IB_2","24","0","0","24","10","1166","0","","27","1","0.41666666666667"
"","2016","1","2016-03","3","201610","10","42438","18","1800","PARTICULIEREN","BT_P_OLDV_1","1","0","0","1","1","10","0","","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","18","1800","TOESLAGEN","BT_T_BETA_1","45","0","14","31","0","14231","3139","0","2","0.68888888888889","0"
"","2016","1","2016-03","3","201610","10","42438","18","1800","TOESLAGEN","BT_T_BETA_2","3","0","0","3","2","73","0","","1","1","0.66666666666667"
"","2016","1","2016-03","3","201610","10","42438","18","1800","TOESLAGEN","BT_T_GRIP_1","1","0","0","1","1","29","0","","2","1","1"
"","2016","1","2016-03","3","201610","10","42438","18","1800","TOESLAGEN","BT_T_TOESLAGEN_1","68","0","16","52","6","22600","3720","0","6","0.76470588235294","0.088235294117647"
"","2016","1","2016-03","3","201610","10","42438","18","1815","BO_TOESLAGEN","TT_BO_TOESL_2","2","0","0","2","0","4694","0","","3","1","0"
"","2016","1","2016-03","3","201610","10","42438","18","1815","BUITENLAND","BT_B_BUIT_1","33","1","17","16","0","6494","3036","0","","0.48484848484848","0"
"","2016","1","2016-03","3","201610","10","42438","18","1815","BUITENLAND","BT_B_IB_2","1","0","0","1","1","28","0","","2","1","1"
"","2016","1","2016-03","3","201610","10","42438","18","1815","BUITENLAND","BT_B_OND_1","1","0","0","1","0","197","0","","1","1","0"
"","2016","1","2016-03","3","201610","10","42438","18","1815","BUITENLAND","BT_B_TSL_1","3","0","0","3","0","222","0","","3","1","0"
"","2016","1","2016-03","3","201610","10","42438","18","1815","GENERIEK","BT_G_ENGELS_1","1","0","0","1","0","349","0","","1","1","0"
"","2016","1","2016-03","3","201610","10","42438","18","1815","GENERIEK","BT_G_ERFETM_1","4","0","0","4","1","263","0","0","2","1","0.25"
"","2016","1","2016-03","3","201610","10","42438","18","1815","GENERIEK","BT_G_GELDZAKEN_1","9","0","0","9","6","282","0","0","","1","0.66666666666667"
"","2016","1","2016-03","3","201610","10","42438","18","1815","GENERIEK","BT_G_INVOR_1","3","0","0","3","0","200","0","0","2","1","0"
"","2016","1","2016-03","3","201610","10","42438","18","1815","GENERIEK","BT_G_SCHEIDEN_1","5","0","0","4","0","3063","17","1","2","0.8","0"
"","2016","1","2016-03","3","201610","10","42438","18","1815","GENERIEK (EBV)","BT_G_EBV_1","15","0","0","15","15","84","0","0","","1","1"
"","2016","1","2016-03","3","201610","10","42438","18","1815","ONDERNEMINGEN","BT_O_EXPERTLIJN_1","1","0","0","1","0","273","0","","","1","0"
"","2016","1","2016-03","3","201610","10","42438","18","1815","ONDERNEMINGEN","BT_O_IB_1","26","0","1","25","4","5164","15","0","14","0.96153846153846","0.15384615384615"
"","2016","1","2016-03","3","201610","10","42438","18","1815","ONDERNEMINGEN","BT_O_IB_2","4","0","0","4","4","29","0","","5","1","1"
"","2016","1","2016-03","3","201610","10","42438","18","1815","ONDERNEMINGEN","BT_O_KTU_1","3","0","0","3","0","233","0","","3","1","0"
"","2016","1","2016-03","3","201610","10","42438","18","1815","ONDERNEMINGEN","BT_O_LH_1","3","0","0","3","0","982","0","0","","1","0"
"","2016","1","2016-03","3","201610","10","42438","18","1815","ONDERNEMINGEN","BT_O_OB_1","29","0","4","25","2","6200","469","0","1","0.86206896551724","0.068965517241379"
"","2016","1","2016-03","3","201610","10","42438","18","1815","ONDERNEMINGEN","BT_O_OB_2","1","0","0","1","0","86","0","","4","1","0"
"","2016","1","2016-03","3","201610","10","42438","18","1815","ONDERNEMINGEN","BT_O_OVERIG_1","15","0","1","11","1","2863","135","3","","0.73333333333333","0.066666666666667"
"","2016","1","2016-03","3","201610","10","42438","18","1815","PARTICULIEREN","BT_P_BEST_1","5","0","2","2","0","1010","600","1","","0.4","0"
"","2016","1","2016-03","3","201610","10","42438","18","1815","PARTICULIEREN","BT_P_BETA_1","34","0","3","23","5","9961","1382","8","4","0.67647058823529","0.14705882352941"
"","2016","1","2016-03","3","201610","10","42438","18","1815","PARTICULIEREN","BT_P_HUBA_1","11","0","0","11","11","59","0","0","5","1","1"
"","2016","1","2016-03","3","201610","10","42438","18","1815","PARTICULIEREN","BT_P_IB_1","205","5","30","101","11","48741","10126","74","12","0.49268292682927","0.055"
"","2016","1","2016-03","3","201610","10","42438","18","1815","PARTICULIEREN","BT_P_IB_2","19","0","0","19","0","6046","0","","15","1","0"
"","2016","1","2016-03","3","201610","10","42438","18","1815","PARTICULIEREN","BT_P_OLDV_1","2","0","0","2","1","166","0","","2","1","0.5"
"","2016","1","2016-03","3","201610","10","42438","18","1815","TOESLAGEN","BT_T_BETA_1","43","0","5","19","1","10833","2715","19","","0.44186046511628","0.023255813953488"
"","2016","1","2016-03","3","201610","10","42438","18","1815","TOESLAGEN","BT_T_BETA_2","2","0","0","2","2","26","0","","2","1","1"
"","2016","1","2016-03","3","201610","10","42438","18","1815","TOESLAGEN","BT_T_GRIP_1","3","0","0","3","1","605","0","","1","1","0.33333333333333"
"","2016","1","2016-03","3","201610","10","42438","18","1815","TOESLAGEN","BT_T_TOESLAGEN_1","85","0","9","50","7","24228","2620","26","8","0.58823529411765","0.082352941176471"
"","2016","1","2016-03","3","201610","10","42438","18","1830","BO_TOESLAGEN","TT_BO_TOESL_2","6","0","2","4","0","10071","2177","","4","0.66666666666667","0"
"","2016","1","2016-03","3","201610","10","42438","18","1830","BUITENLAND","BT_B_BUIT_1","28","1","7","16","4","2207","645","5","1","0.57142857142857","0.14814814814815"
"","2016","1","2016-03","3","201610","10","42438","18","1830","BUITENLAND","BT_B_IB_2","2","0","0","2","1","145","0","","1","1","0.5"
"","2016","1","2016-03","3","201610","10","42438","18","1830","BUITENLAND","BT_B_TSL_1","3","0","0","3","2","241","0","","3","1","0.66666666666667"
"","2016","1","2016-03","3","201610","10","42438","18","1830","DOUANE","BT_D_OVERIG_1","1","0","0","1","1","5","0","0","","1","1"
"","2016","1","2016-03","3","201610","10","42438","18","1830","GENERIEK","BT_G_ENGELS_1","2","0","0","2","1","135","0","","2","1","0.5"
"","2016","1","2016-03","3","201610","10","42438","18","1830","GENERIEK","BT_G_ERFETM_1","6","0","-1","6","0","2328","0","1","5","1","0"
"","2016","1","2016-03","3","201610","10","42438","18","1830","GENERIEK","BT_G_GELDZAKEN_1","7","0","0","7","7","52","0","0","","1","1"
"","2016","1","2016-03","3","201610","10","42438","18","1830","GENERIEK","BT_G_INVOR_1","3","0","0","3","0","701","0","0","1","1","0"
"","2016","1","2016-03","3","201610","10","42438","18","1830","GENERIEK","BT_G_SCHEIDEN_1","7","0","1","4","0","1996","752","2","2","0.57142857142857","0"
"","2016","1","2016-03","3","201610","10","42438","18","1830","GENERIEK (EBV)","BT_G_EBV_1","16","0","1","15","13","273","19","0","","0.9375","0.8125"
"","2016","1","2016-03","3","201610","10","42438","18","1830","ONDERNEMINGEN","BT_O_EXPERTLIJN_1","","","","","","","","","1","",""
"","2016","1","2016-03","3","201610","10","42438","18","1830","ONDERNEMINGEN","BT_O_IB_1","19","0","3","16","2","3790","365","0","5","0.84210526315789","0.10526315789474"
"","2016","1","2016-03","3","201610","10","42438","18","1830","ONDERNEMINGEN","BT_O_IB_2","8","0","0","8","2","1413","0","","7","1","0.25"
"","2016","1","2016-03","3","201610","10","42438","18","1830","ONDERNEMINGEN","BT_O_KTU_1","3","0","0","3","2","85","0","","2","1","0.66666666666667"
